StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent question,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,ID Question,PROLIFIC_PID
2025-10-05 08:10:10,2025-10-05 08:11:07,IP Address,172.56.35.214,100,57,True,2025-10-05 08:11:07,R_36XApcHYYqZgJUZ,,,,,40.6713,-73.8943,anonymous,EN,I agree to participate,,,,,,,,,,,,74,62,74,5,36,53,88,100,26,8,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6652670467d7594565aa271a
2025-10-05 08:09:50,2025-10-05 08:11:17,IP Address,76.241.29.191,100,87,True,2025-10-05 08:11:18,R_1D8b2I6ZpjI54v0,,,,,30.6475,-95.5793,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,10,100,50,100,100,100,100,50,80,,5f51947ba90f9b3ea1d2fe61
2025-10-05 08:09:26,2025-10-05 08:11:19,IP Address,67.101.119.157,100,112,True,2025-10-05 08:11:19,R_7TZKuaURGuyBCYV,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,41,62,30,87,18,51,100,100,12,100,100,,,,,,,,,,,,,,,,,,,,,,,,68483d40185598902b719f20
2025-10-05 08:10:41,2025-10-05 08:11:33,IP Address,172.5.99.81,100,51,True,2025-10-05 08:11:34,R_1sQOnO9FOjEIcUh,,,,,29.7026,-98.4759,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,76,100,100,4,51,100,100,50,100,34,,,,,,,,,,,,,668d2fadbeef0646cb5d964a
2025-10-05 08:10:02,2025-10-05 08:11:37,IP Address,23.182.129.139,100,95,True,2025-10-05 08:11:38,R_3nwOWiysUo0bzSh,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44,97,78,50,50,88,99,30,61,49,,,,,,,,,,,,,67dc62bcdd10c6e335aca0ed
2025-10-05 08:10:59,2025-10-05 08:11:51,IP Address,72.68.96.157,100,51,True,2025-10-05 08:11:51,R_6erQzHIzqdGJdx2,,,,,40.6129,-74.416,anonymous,EN,I agree to participate,70,70,90,70,100,40,50,100,100,60,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ca24b9ceb041e00152164f0
2025-10-05 08:10:53,2025-10-05 08:12:02,IP Address,71.150.104.75,100,69,True,2025-10-05 08:12:03,R_15FVLSQOaGHGT0l,,,,,30.0566,-95.9269,anonymous,EN,I agree to participate,,,,,,,,,,,,70,80,70,5,70,80,90,100,20,51,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792a9f9b089423d2b613119
2025-10-05 08:11:44,2025-10-05 08:12:31,IP Address,75.214.193.125,100,46,True,2025-10-05 08:12:32,R_5VxrbXIm5FpS2Y2,,,,,40.8004,-73.9504,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,14,64,22,85,81,70,100,52,64,49,,62d4751965edad40a5be1596
2025-10-05 08:12:27,2025-10-05 08:13:30,IP Address,72.75.232.80,100,62,True,2025-10-05 08:13:31,R_5Y9ebHHsQ1tSQgJ,,,,,42.9436,-78.8369,anonymous,EN,I agree to participate,90,100,100,99,99,52,99,100,99,81,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662966f0b2169f8047af1345
2025-10-05 08:12:42,2025-10-05 08:13:34,IP Address,67.80.94.223,100,51,True,2025-10-05 08:13:34,R_5BhaZNcWs7xI61i,,,,,40.8462,-74.7056,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,100,87,51,56,100,100,100,71,9,,,,,,,,,,,,,5f7a28b8bedcf2112ebd1289
2025-10-05 08:11:42,2025-10-05 08:13:42,IP Address,47.13.112.206,100,119,True,2025-10-05 08:13:42,R_5Csa15oztBtGydj,,,,,36.3031,-88.3126,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,5,100,100,100,100,100,99,100,46,100,99,,,,,,,,,,,,,,,,,,,,,,,,66436e0c091888a5fc85584e
2025-10-05 08:12:12,2025-10-05 08:14:01,IP Address,72.225.50.59,100,109,True,2025-10-05 08:14:02,R_3Jy26rjeZFCBU5J,,,,,43.1806,-77.5948,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,14,72,24,78,10,70,78,100,9,71,71,,,,,,,,,,,,,,,,,,,,,,,,67c1d6d98c8787be36609212
2025-10-05 08:11:55,2025-10-05 08:14:04,IP Address,76.217.171.39,100,128,True,2025-10-05 08:14:05,R_3TB0wZVlXRoFU3w,,,,,42.4732,-83.2994,anonymous,EN,I agree to participate,49,11,78,72,83,9,59,100,80,30,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66afc0d5fc45830162eb750e
2025-10-05 08:13:06,2025-10-05 08:14:10,IP Address,172.59.96.84,100,63,True,2025-10-05 08:14:10,R_1HqsHkHD5tG6HBT,,,,,43.0829,-87.9777,anonymous,EN,I agree to participate,,,,,,,,,,,,80,70,30,65,75,0,100,100,70,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663e548ceefe2a6f934d2480
2025-10-05 08:12:54,2025-10-05 08:14:29,IP Address,47.160.59.28,100,94,True,2025-10-05 08:14:29,R_7HvjPaWnqPaTjxQ,,,,,33.6465,-96.6132,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,100,26,12,100,29,100,56,76,4,,628f7e982aad1788d940317a
2025-10-05 08:13:17,2025-10-05 08:14:49,IP Address,66.30.82.187,100,91,True,2025-10-05 08:14:49,R_5prXEXPo6mX9K2R,,,,,42.8575,-72.594,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,70,98,82,71,83,96,100,11,35,32,,,,,,,,,,,,,57541379f5000a0006b06ab4
2025-10-05 08:14:47,2025-10-05 08:15:36,IP Address,144.86.183.114,100,48,True,2025-10-05 08:15:37,R_6lbiOUh7VXkLcc8,,,,,40.7908,-85.8327,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,30,30,1,51,,60,39,100,1,100,50,,,,,,,,,,,,,,,,,,,,,,,,614a904a2f3c4f7ac85f38d4
2025-10-05 08:14:58,2025-10-05 08:16:06,IP Address,69.132.145.185,100,67,True,2025-10-05 08:16:06,R_1P5K3oFPhZ4mheh,,,,,35.0221,-80.5318,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,30,100,100,100,100,100,100,100,88,76,,62f7cdb38b7eeb26308bae5b
2025-10-05 08:15:57,2025-10-05 08:17:11,IP Address,98.228.243.160,100,73,True,2025-10-05 08:17:11,R_6nW1SQ5NayRRvjj,,,,,42.1597,-88.1414,anonymous,EN,I agree to participate,,,,,,,,,,,,100,100,100,21,25,20,100,100,100,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652408b110c19343a504c45a
2025-10-05 08:16:36,2025-10-05 08:17:21,IP Address,174.206.226.204,100,45,True,2025-10-05 08:17:21,R_5Sa6TANiVk58dY5,,,,,40.798,-74.2416,anonymous,EN,I agree to participate,,,,,,,,,,,,100,100,100,,100,100,51,100,100,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60e49d8302404edb1e133168
2025-10-05 08:16:25,2025-10-05 08:17:31,IP Address,72.71.203.13,100,65,True,2025-10-05 08:17:31,R_338BDz0EshlXSGd,,,,,42.8575,-72.594,anonymous,EN,I agree to participate,21,100,90,57,91,22,100,100,100,23,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f8aeb6c9098e0ef3bf3553
2025-10-05 08:16:28,2025-10-05 08:17:51,IP Address,71.235.243.86,100,82,True,2025-10-05 08:17:51,R_3mDaCQpVdsLCXM5,,,,,41.5557,-72.6632,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,84,100,0,65,100,100,100,31,82,26,,664268009ad967932d60653c
2025-10-05 08:17:05,2025-10-05 08:18:11,IP Address,68.239.59.253,100,66,True,2025-10-05 08:18:11,R_52Xovjr9sAOvrQZ,,,,,42.428,-71.0618,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,61,100,100,80,100,100,100,0,100,0,,,,,,,,,,,,,68c04a1e1b8ad965070945b8
2025-10-05 08:16:53,2025-10-05 08:18:18,IP Address,172.59.125.219,100,84,True,2025-10-05 08:18:18,R_6m8lpDumQtcFHoS,,,,,35.5144,-97.5865,anonymous,EN,I agree to participate,,,,,,,,,,,,29,51,1,9,26,66,55,100,22,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603d4b59302d07a6d9043acc
2025-10-05 08:16:54,2025-10-05 08:18:33,IP Address,75.250.113.104,100,98,True,2025-10-05 08:18:33,R_3kcsMRAMVVa7aj6,,,,,40.7718,-74.2098,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,49,91,79,52,30,100,89,100,80,100,90,,,,,,,,,,,,,,,,,,,,,,,,6563674b1f5978979f645bba
2025-10-05 08:16:44,2025-10-05 08:18:45,IP Address,174.196.109.81,100,120,True,2025-10-05 08:18:46,R_16auAxhPjCnerf3,,,,,41.4377,-81.8088,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,91,85,97,75,28,81,100,21,90,90,,,,,,,,,,,,,659c14314dd0249b909c4c91
2025-10-05 08:16:03,2025-10-05 08:19:16,IP Address,174.198.5.116,100,192,True,2025-10-05 08:19:16,R_3GPqfAYeu7bzEDf,,,,,39.9522,-75.1647,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,83,100,61,73,100,98,100,76,50,0,,66523ed337ba0ca001f2c21b
2025-10-05 08:19:06,2025-10-05 08:19:54,IP Address,64.25.12.12,100,47,True,2025-10-05 08:19:54,R_6KqgnLED2jqCqVY,,,,,32.691,-97.1918,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,10,94,78,92,72,69,27,100,52,91,88,,,,,,,,,,,,,,,,,,,,,,,,55a29659fdf99b5ff49937d3
2025-10-05 08:18:19,2025-10-05 08:20:07,IP Address,73.61.125.191,100,108,True,2025-10-05 08:20:07,R_5OZlzVyW6FIsnRg,,,,,42.3465,-71.0822,anonymous,EN,I agree to participate,19,80,100,61,100,44,70,100,100,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741eeacf334030ad7698acb
2025-10-05 08:18:34,2025-10-05 08:20:07,IP Address,32.208.184.207,100,93,True,2025-10-05 08:20:08,R_6fKeImifLXiJHAa,,,,,41.5113,-72.9102,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,668d38bc17a6f45c904036b4
2025-10-05 08:19:36,2025-10-05 08:20:35,IP Address,73.219.244.132,100,58,True,2025-10-05 08:20:36,R_19JoSnR267CJNtL,,,,,42.6582,-71.3058,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,4,100,9,100,100,100,30,54,78,,,,,,,,,,,,,671be80dd312fef1ab1d7c31
2025-10-05 08:20:54,2025-10-05 08:21:38,IP Address,47.198.227.69,100,43,True,2025-10-05 08:21:38,R_3DZ3qdDiRBoLclN,,,,,27.7045,-82.4338,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,100,100,100,100,81,0,31,,60f6e261d3ae19349059a473
2025-10-05 08:20:51,2025-10-05 08:22:11,IP Address,204.93.122.243,100,80,True,2025-10-05 08:22:11,R_7l5DBfAWZZ5B9pc,,,,,35.0766,-85.3114,anonymous,EN,I agree to participate,87,100,99,100,100,4,70,100,95,51,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65075adb0ee2f5d45a41aca3
2025-10-05 08:20:38,2025-10-05 08:22:32,IP Address,98.218.73.82,100,113,True,2025-10-05 08:22:32,R_5BxL8qBUJRIDeKd,,,,,39.6249,-75.8351,anonymous,EN,I agree to participate,,,,,,,,,,,,52,80,28,4,76,59,82,97,60,51,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ea4735e283a1670ea382f4
2025-10-05 08:22:27,2025-10-05 08:23:33,IP Address,172.59.15.173,100,65,True,2025-10-05 08:23:34,R_52JbFsHbWB1Mf9n,,,,,41.5704,-73.0547,anonymous,EN,I agree to participate,,,,,,,,,,,,0,0,100,0,0,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6134d8a566bc3dffe880e879
2025-10-05 08:22:52,2025-10-05 08:24:01,IP Address,73.74.146.110,100,68,True,2025-10-05 08:24:01,R_66c30La1eZst8Lz,,,,,42.2309,-88.3379,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,90,97,69,84,64,98,61,100,47,32,90,,,,,,,,,,,,,,,,,,,,,,,,6068bf5914131f3a1a80a413
2025-10-05 08:13:59,2025-10-05 08:25:15,IP Address,76.35.129.132,100,675,True,2025-10-05 08:25:15,R_61HcAlRiszlN3dG,,,,,39.9401,-82.8965,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,51,80,70,50,90,100,50,70,51,,,,,,,,,,,,,660e9f4be98a50c10eb73e28
2025-10-05 08:24:55,2025-10-05 08:25:50,IP Address,96.250.217.18,100,54,True,2025-10-05 08:25:50,R_3CIw5GN3WSfJqMl,,,,,40.6002,-74.1469,anonymous,EN,I agree to participate,99,100,99,99,66,74,100,100,80,50,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652d461fa15fc7cb72f28e82
2025-10-05 08:25:27,2025-10-05 08:26:21,IP Address,172.73.100.148,100,54,True,2025-10-05 08:26:21,R_6sr8hXrE60awlxv,,,,,35.3135,-81.5599,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,1,100,100,0,26,,,,,,,,,,,,,,66ad7864e141e879379c5747
2025-10-05 08:25:37,2025-10-05 08:26:32,IP Address,50.88.64.7,100,55,True,2025-10-05 08:26:33,R_7PETLnz1fifMH7v,,,,,28.132,-80.7078,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,60,73,70,22,81,100,95,100,29,77,98,,,,,,,,,,,,,,,,,,,,,,,,5be42f3b98f5f40001a994f4
2025-10-05 08:25:17,2025-10-05 08:26:37,IP Address,75.52.163.190,100,79,True,2025-10-05 08:26:37,R_5JfTY6GhsVWTI1q,,,,,30.8207,-88.0706,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1,100,99,1,99,100,78,100,99,,,,,,,,,,,,,6696dcdd685b78a4a5f3efcf
2025-10-05 08:23:40,2025-10-05 08:26:51,IP Address,173.246.209.155,100,191,True,2025-10-05 08:26:52,R_78UHERCOl9ab0Jj,,,,,35.3596,-82.4266,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48,53,76,76,100,51,100,84,63,60,,6712ca8249c869f048adeb8a
2025-10-05 08:25:35,2025-10-05 08:27:25,IP Address,100.8.144.44,100,110,True,2025-10-05 08:27:25,R_1qU4DgZM6x1zTTb,,,,,40.4131,-74.2372,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6,70,0,49,74,95,100,75,91,50,,582c83a0bbb67e0001e49ec1
2025-10-05 08:26:42,2025-10-05 08:27:38,IP Address,216.220.93.89,100,56,True,2025-10-05 08:27:39,R_1EAJLdP9hd0EMy1,,,,,40.9829,-74.9604,anonymous,EN,I agree to participate,,,,,,,,,,,,91,90,80,60,71,99,80,99,79,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67d09ba717ec412519ebf44b
2025-10-05 08:26:21,2025-10-05 08:27:46,IP Address,73.15.24.76,100,84,True,2025-10-05 08:27:47,R_1ATigBkg75GpNSt,,,,,37.9387,-122.3661,anonymous,EN,I agree to participate,58,86,52,74,88,67,82,100,84,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6566391df297b5d5a039e4e5
2025-10-05 08:28:05,2025-10-05 08:28:55,IP Address,172.59.190.104,100,49,True,2025-10-05 08:28:56,R_5zUWQ2ap57LDbao,,,,,41.8835,-87.6305,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,17,100,99,93,44,100,94,95,40,12,,66600cb171f55c1301097e38
2025-10-05 08:27:20,2025-10-05 08:29:00,IP Address,70.176.111.73,100,99,True,2025-10-05 08:29:00,R_18Egn3CVRsAwVtD,,,,,33.2727,-111.8278,anonymous,EN,I agree to participate,69,100,100,100,70,9,100,100,100,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66e61c17a5158df0f02a1d8c
2025-10-05 08:28:33,2025-10-05 08:29:33,IP Address,76.39.154.129,100,59,True,2025-10-05 08:29:33,R_6JbeZvPEF3rSn0t,,,,,36.1287,-79.4086,anonymous,EN,I agree to participate,,,,,,,,,,,,5,100,25,10,79,9,100,100,77,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677e76720d66f29d8288060a
2025-10-05 08:27:56,2025-10-05 08:29:45,IP Address,68.202.199.94,100,109,True,2025-10-05 08:29:46,R_6BeMw0N8e3F1Dq1,,,,,28.5978,-81.3024,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,81,100,51,79,80,100,100,100,0,89,89,,,,,,,,,,,,,,,,,,,,,,,,6272bd000471b3d9ed5d4da5
2025-10-05 08:27:55,2025-10-05 08:29:47,IP Address,76.111.95.16,100,112,True,2025-10-05 08:29:47,R_6yH1QlTz16F5GXT,,,,,39.4332,-76.6546,anonymous,EN,I agree to participate,,,,,,,,,,,,51,65,89,2,43,52,85,100,53,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65b6bb9487ad05cb475fbba5
2025-10-05 08:29:09,2025-10-05 08:29:52,IP Address,97.139.15.183,100,42,True,2025-10-05 08:29:52,R_33LiimZ9F29yQA9,,,,,29.7133,-95.4804,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,29,90,58,67,41,89,74,100,43,21,100,,,,,,,,,,,,,,,,,,,,,,,,60ceeec3a0bed4a1e603b8d7
2025-10-05 08:30:03,2025-10-05 08:31:06,IP Address,174.79.5.35,100,62,True,2025-10-05 08:31:06,R_3Hqo61CNok4cif2,,,,,32.5938,-83.642,anonymous,EN,I agree to participate,50,40,91,70,70,30,40,100,90,51,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661756ea936da481783f7012
2025-10-05 08:29:35,2025-10-05 08:31:37,IP Address,68.3.56.238,100,121,True,2025-10-05 08:31:38,R_5Q2ldlVMUSowcaR,,,,,33.6262,-112.0074,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,100,45,100,100,75,100,100,0,51,45,,,,,,,,,,,,,6677abc1118a291b6954d023
2025-10-05 08:30:34,2025-10-05 08:31:43,IP Address,73.248.2.129,100,68,True,2025-10-05 08:31:43,R_1Nf3GDHFZyHOEq5,,,,,40.0726,-74.7207,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,55a91791fdf99b62b606c803
2025-10-05 08:30:36,2025-10-05 08:31:49,IP Address,172.59.177.215,100,72,True,2025-10-05 08:31:49,R_3PhMDm9fErE6kSx,,,,,42.6701,-73.7754,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,61,90,30,80,70,81,49,100,19,3,79,,,,,,,,,,,,,,,,,,,,,,,,5b965c637840dc0001e335f8
2025-10-05 08:33:10,2025-10-05 08:33:55,IP Address,208.191.73.67,100,45,True,2025-10-05 08:33:55,R_3jvbMyUIQDbv4I2,,,,,41.6068,-81.4985,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,0,,663817b7de64fca4fb45a414
2025-10-05 08:33:03,2025-10-05 08:34:15,IP Address,68.205.229.201,100,71,True,2025-10-05 08:34:15,R_34jK0AWvpStq1Dr,,,,,28.5981,-81.3515,anonymous,EN,I agree to participate,100,100,75,25,100,20,75,100,100,53,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670a8f1dcaf4a756dfd468a8
2025-10-05 08:34:04,2025-10-05 08:35:24,IP Address,68.50.159.165,100,80,True,2025-10-05 08:35:24,R_7LdUkgQyxWD1Jqq,,,,,39.8451,-86.1906,anonymous,EN,I agree to participate,,,,,,,,,,,,51,100,0,50,50,53,51,100,32,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631a7e87e82e9f1c74a68d7e
2025-10-05 08:34:58,2025-10-05 08:36:22,IP Address,71.187.50.3,100,83,True,2025-10-05 08:36:22,R_31MveFjNSDBnz1f,,,,,40.7337,-74.1941,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,60,80,85,90,70,85,100,20,80,90,,,,,,,,,,,,,58cc6e1293dac30001d4abc6
2025-10-05 08:35:47,2025-10-05 08:37:07,IP Address,73.183.236.139,100,80,True,2025-10-05 08:37:08,R_3H4t4fQO5Kx50xH,,,,,29.7388,-95.8309,anonymous,EN,I agree to participate,39,100,70,60,90,60,69,100,100,20,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641dfbd1cf0e57384c37a037
2025-10-05 08:36:25,2025-10-05 08:38:46,IP Address,72.179.7.163,100,141,True,2025-10-05 08:38:47,R_7ik9RjXSAxbFM66,,,,,33.1921,-94.3535,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,100,52,99,99,24,100,80,99,77,,66e0585aeee549c122da5983
2025-10-05 08:37:41,2025-10-05 08:39:01,IP Address,174.216.49.170,100,79,True,2025-10-05 08:39:01,R_6GryK6ScBYxWmKl,,,,,39.715,-75.6178,anonymous,EN,I agree to participate,,,,,,,,,,,,80,87,76,20,100,93,71,100,89,85,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67819f666062825529fe313e
2025-10-05 08:39:44,2025-10-05 08:40:30,IP Address,24.1.135.76,100,46,True,2025-10-05 08:40:31,R_10xi0lh93ED88PA,,,,,41.6227,-86.2452,anonymous,EN,I agree to participate,65,88,99,61,81,37,61,100,100,23,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b0482fc325b6c0001bbb7f0
2025-10-05 08:40:33,2025-10-05 08:41:06,IP Address,100.1.175.78,100,32,True,2025-10-05 08:41:06,R_7mkkXSJEKOUiwQ0,,,,,40.7182,-74.0476,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,60,68,93,24,28,69,100,64,65,32,,,,,,,,,,,,,5ec5a42a646f515ef0e3f68b
2025-10-05 08:39:51,2025-10-05 08:41:13,IP Address,162.202.204.99,100,81,True,2025-10-05 08:41:13,R_3CvXxiKpmfGDrfl,,,,,30.1746,-97.8203,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,100,100,100,100,14,100,74,100,25,,66cb244951abdf73420673a8
2025-10-05 08:40:37,2025-10-05 08:41:47,IP Address,216.164.136.134,100,70,True,2025-10-05 08:41:48,R_7SidXwrsfNU5soF,,,,,40.745,-75.3199,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,90,90,100,70,10,90,100,30,70,60,,,,,,,,,,,,,677e6c4a98691bb05cc3280c
2025-10-05 08:40:53,2025-10-05 08:42:02,IP Address,67.101.118.20,100,68,True,2025-10-05 08:42:02,R_6s0BbP3P3DNMc0M,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,65,60,71,0,3,100,31,76,46,,67548479896611f20a4da518
2025-10-05 08:39:57,2025-10-05 08:42:18,IP Address,104.5.189.205,100,140,True,2025-10-05 08:42:18,R_1qwxQfJwbT4sxqn,,,,,30.6701,-81.4658,anonymous,EN,I agree to participate,,,,,,,,,,,,90,60,90,0,49,10,90,100,21,49,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660463cc875a9e656e03734f
2025-10-05 08:41:46,2025-10-05 08:42:18,IP Address,67.166.105.202,100,31,True,2025-10-05 08:42:18,R_35YL5T6OcqrbskX,,,,,40.6981,-111.9999,anonymous,EN,I agree to participate,,,,,,,,,,,,68,61,64,12,24,19,70,100,50,56,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306679aefe2197ff06b2621
2025-10-05 08:37:52,2025-10-05 08:42:21,IP Address,74.80.146.37,100,269,True,2025-10-05 08:42:22,R_6fAHo0jvBrJLEtA,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,15,14,27,79,99,100,27,17,99,,,,,,,,,,,,,67a4fd5439e7b8f92c7b6ec7
2025-10-05 08:41:02,2025-10-05 08:42:44,IP Address,24.23.94.159,100,101,True,2025-10-05 08:42:45,R_3EjdGMENLffjn9U,,,,,33.3601,-82.0084,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,70,89,61,45,39,81,100,100,41,78,100,,,,,,,,,,,,,,,,,,,,,,,,66a426bcd6c66d59e395617b
